Name,Company,Price,Star_Rating,Number_of_Ratings,Number_of_Reviews,Processor,RAM,Operating_System,Storage,Display,Office,Warranty
ASUS Chromebook CX1 Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ04...,ASUS,14999,4.2,14,0,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome,N/A,15.6,N/A,1
Primebook Wifi MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Light Laptop,Primebook,17399,4.2,3424,859,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android,N/A,11.6,N/A,1
Primebook S Wifi MediaTek MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,Primebook,18399,4.1,1458,408,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android,N/A,11.6,N/A,1
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...,Lenovo,33990,4.2,6859,562,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11,512,N/A,Office Home and Student 2021,1
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Th...,Lenovo,45490,4.2,475,27,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Home,512,N/A,N/A,1
DELL Latitude 3550 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) Latitude 35...,DELL,39800,4,31,2,Intel Core i3 Processor (13th Gen),16 GB DDR5 RAM,"Microsoft Office 2021, Windows 11 Pro",512,N/A,N/A,1
DELL MSO'2021 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,DELL,37990,4.2,2686,271,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11,512,N/A,N/A,1
Lenovo V15 Series AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light L...,Lenovo,35675,3.9,55,10,AMD Ryzen 5 Quad Core Processor,8 GB DDR5 RAM,Windows 11,512,15.6,N/A,1
Lenovo IdeaPad 5 2-in-1 WUXGA IPS Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 1...,Lenovo,73999,4.5,61,5,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,Windows 11,512,14,N/A,1
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...",ASUS,34990,4.3,2667,160,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512,N/A,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
HP 15 Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thin and Light La...,HP,36990,4.2,962,56,Intel Core 3 Processor,8 GB DDR4 RAM,Windows 11 Home,512,15.6,MS Office Home 2024 + MISC PC Game Pass DA 3M,1
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Ho...",ASUS,34990,4.3,7065,508,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512,15.6,N/A,1
CHUWI Intel Core i3 12th Gen Intel Core i3-1215U - (12 GB/512 GB SSD/Windows 11 Home) FreeBook 2 in 1 ...,CHUWI,37990,4,186,41,Intel Core i3 Processor (12th Gen),12 GB LPDDR4 RAM,Software,512,N/A,N/A,1
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,ASUS,30990,4.3,1399,94,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Home,512,15.6,Microsoft Office Home 2024 + Microsoft 365 Basic,1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,MOTOROLA,54990,4.4,1773,194,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11,512,14,Office Home 2024,1
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-445IN / ...,MSI,33290,4.4,1518,163,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512,14,N/A,1
Lenovo IdeaPad 1 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light...,Lenovo,31890,4.1,1092,91,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11,512,15.6,N/A,N/A
DELL Inspiron 3530 Intel Core i3 13th Gen 1305U - (8 GB/1 TB SSD/Windows 11 Home) Inspiron 3530 Thin a...,DELL,42490,4.1,310,20,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,"Windows 11, Microsoft Office, Antivirus Macafee 15 Months",1,15.6,N/A,1
HP HP OmniBook X Flip (Previously Envy) Intel Core Ultra 7 258V - (32 GB/1 TB SSD/Windows 11 Home/16 G...,HP,145399,4.3,3,1,Intel Core Ultra 7 Processor,32 GB LPDDR5X RAM,Windows 11 Home,1,14,N/A,1
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",ASUS,49990,4.3,1033,78,Intel Core 5 Processor,16 GB DDR4 RAM,Windows 11 Home,512,15.6,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
DELL Inspiron 15 MSO'24 with Backlit KB Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho...,DELL,66990,4.2,52,1,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512,15.6,N/A,1
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 15IRU8 Thin and...,Lenovo,35778,4.1,152,13,Intel Core i3 Processor (13th Gen),8 GB LPDDR5 RAM,Windows 11,512,N/A,Microsoft Office Home & Student 2021,N/A
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 H...",ASUS,38990,4.3,7065,508,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Home,512,15.6,N/A,1
ASUS Chromebook CX1 Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ04...,ASUS,14999,4.2,14,0,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome,N/A,15.6,N/A,1
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...,Lenovo,33990,4.2,6859,562,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11,512,N/A,Office Home and Student 2021,1
DELL Latitude 3550 (2025) Intel Core i3 13th Gen 1315U - (24 GB/512 GB SSD/Windows 11 Home) Latitude 3...,DELL,42990,N/A,N/A,N/A,Intel Core i3 Processor (13th Gen),24 GB DDR5 RAM,"Microsoft Office 2021, Windows 11 Home",512,N/A,N/A,1
DELL Latitude 3440 (2025) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Latitude 34...,DELL,33590,3.4,12,2,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",512,N/A,N/A,1
DELL Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,DELL,36990,4.2,276,25,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11,512,N/A,N/A,1
Lenovo IdeaPad Slim 3 WUXGA IPS Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15I...,Lenovo,57990,4.3,98,3,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Home,512,N/A,Office Home 2024,1
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...",ASUS,34990,4.3,2667,160,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512,N/A,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,MOTOROLA,54990,4.4,1773,194,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11,512,14,Office Home 2024,1
Lenovo Yoga Pro 7 2.8K OLED AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graph...,Lenovo,139990,3,4,0,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,Windows 11 Home,1,N/A,Office Home & Student 2021,N/A
Lenovo V 14 (2025) Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,Lenovo,56990,N/A,N/A,N/A,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",512,N/A,N/A,1
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,ASUS,30990,4.3,1399,94,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Home,512,15.6,Microsoft Office Home 2024 + Microsoft 365 Basic,1
HP 15 Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thin and Light La...,HP,36990,4.2,962,56,Intel Core 3 Processor,8 GB DDR4 RAM,Windows 11 Home,512,15.6,MS Office Home 2024 + MISC PC Game Pass DA 3M,1
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,CHUWI,18990,3.7,1801,210,Intel Celeron Dual Core Processor (11th Gen),8 GB DDR4 RAM,"WPS Office,  Software",256,N/A,N/A,1
Lenovo V14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Light Lapto...,Lenovo,48990,4.1,1176,83,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512,N/A,N/A,1
Samsung Galaxy Book4 Intel Core 5 120U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGK-KG1IN / NP750XGK-L...,Samsung,62719,4.4,386,32,Intel Core 5 Processor,8 GB LPDDR4X RAM,Windows 11,512,15.6,N/A,1
Lenovo IdeaPad Slim 5 WUXGA OLED Full Metal Body Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windo...,Lenovo,67990,4.6,28,3,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Home,1,N/A,Office Home 2024,1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,MOTOROLA,54990,4.4,1773,194,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11,512,14,Office Home 2024,1
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",ASUS,49990,4.3,1033,78,Intel Core 5 Processor,16 GB DDR4 RAM,Windows 11 Home,512,15.6,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
HP OmniBook X AI PC Snapdragon X Elite - (16 GB/1 TB SSD/Windows 11 Home) 14-fe0121QU Thin and Light L...,HP,137999,N/A,N/A,N/A,Snapdragon X Elite Processor,16 GB LPDDR5X RAM,Windows 11,1,14,N/A,1
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Ligh...,Lenovo,35990,4.1,875,67,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512,15.6,N/A,N/A
ASUS Chromebook CX1 Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ04...,ASUS,14999,4.2,14,0,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome,N/A,15.6,N/A,1
DELL Inspiron 15 MSO'24 with Backlit KB Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho...,DELL,66990,4.2,52,1,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512,15.6,N/A,1
Samsung Galaxy Book4 Intel Core 5 120U - (16 GB/512 GB SSD/Linux) NP754XGQ-LS1IN Thin and Light Laptop,Samsung,45390,N/A,N/A,N/A,Intel Core 5 Processor,16 GB LPDDR4X RAM,Linux/Ubuntu,512,15.6,N/A,1
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 15IRU8 Thin and...,Lenovo,37000,4,115,9,Intel Core i3 Processor (13th Gen),8 GB LPDDR5 RAM,Windows 11,512,15.6,N/A,N/A
Lenovo IdeaPad 5 2-in-1 Core 5 120U WUXGA IPS Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 1...,Lenovo,69990,4.7,24,0,Intel Core 5 Processor,16 GB LPDDR5X RAM,Windows 11,512,N/A,Office Home & Student 2021,N/A
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin a...,Lenovo,49399,4.2,6325,426,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11,512,N/A,N/A,1
PiBook PhysicsWallah MediaTek MT8788 - (6 GB/128 GB EMMC Storage/Android 11) PW-2401 Laptop,PiBook,13498,3.7,10,1,MediaTek MT8788 Processor,6 GB LPDDR4X RAM,Android,N/A,N/A,N/A,N/A
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...,Lenovo,33990,4.2,6859,562,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11,512,N/A,Office Home and Student 2021,1
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,DELL,34990,4.3,4,0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512,N/A,N/A,1
Samsung Galaxy Book4 Intel Core 7 150U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGK-KG3IN / NP750XGK-...,Samsung,70499,4.6,79,6,Intel Core 7 Processor,16 GB LPDDR4X RAM,Windows 11,512,15.6,N/A,1
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...",ASUS,34990,4.3,2667,160,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512,N/A,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
HP 15 Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thin and Light La...,HP,36990,4.2,962,56,Intel Core 3 Processor,8 GB DDR4 RAM,Windows 11 Home,512,15.6,MS Office Home 2024 + MISC PC Game Pass DA 3M,1
Lenovo V 15 (2025) Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Lig...,Lenovo,45999,3.7,57,3,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",512,N/A,N/A,1
Lenovo V SERIES Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,Lenovo,44690,4.1,92,3,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512,N/A,N/A,1
DELL Inspiron 3530 Intel Core i3 13th Gen N305 - (8 GB/256 GB SSD/Windows 11 Home) New Inspiron 15 Lap...,DELL,37990,5,7,0,Intel Core i3 Processor (13th Gen),8 GB LPDDR5 RAM,"Windows 11, Microsoft Office, Antivirus",256,15.6,N/A,1
DELL 14 (2025) Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Pro) 14 Thin and Light Lapto...,DELL,32890,3.8,21,6,Intel Core i3 Processor (13th Gen),8 GB DDR5 RAM,"Microsoft Office 2021, Windows 11 Pro",512,N/A,N/A,1
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,ASUS,30990,4.3,1399,94,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Home,512,15.6,Microsoft Office Home 2024 + Microsoft 365 Basic,1
DELL Inspiron 15 MSO'24 with Backlit KB Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho...,DELL,66990,4.2,52,1,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512,15.6,N/A,1
Apple MacBook Air M3 - (8 GB/512 GB SSD/macOS Sonoma) MRXR3HN/A,Apple,125999,4.7,462,24,Apple M3 Processor,8 GB Unified Memory RAM,Mac OS,512,13,N/A,1
MSI Modern 14 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-435IN T...,MSI,56990,3.9,77,6,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512,14,N/A,1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,MOTOROLA,54990,4.4,1773,194,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11,512,14,Office Home 2024,1
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",ASUS,49990,4.3,1033,78,Intel Core 5 Processor,16 GB DDR4 RAM,Windows 11 Home,512,15.6,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
CYNIX GenBook Pro 14 Intel Core i7 13th Gen i7 1355U - (32 GB/1 TB SSD/Windows 11 Home) G14P-i713-3210...,CYNIX,66899,N/A,N/A,N/A,Intel Core i7 Processor (13th Gen),32 GB DDR4 RAM,Windows 11 Home,1,N/A,N/A,1
Lenovo Yoga Book 9 Intel Evo Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home) 13IRU8 2 ...,Lenovo,174990,5,6,0,Intel Core i7 Processor (13th Gen),16 GB LPDDR5X RAM,Windows 11,1,13.3,N/A,1
DELL Latitude 3550 (2025) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) Latitude 3...,DELL,64490,N/A,N/A,N/A,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,"Microsoft Office 2021, Windows 11 Home",512,N/A,N/A,3
DELL Inspiron 15 3530 Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN3530RW8JY001ORS1 Thin...,DELL,53990,4.2,963,54,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,Windows 11,1,N/A,N/A,1
ASUS Chromebook CX1 Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ04...,ASUS,14999,4.2,14,0,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome,N/A,15.6,N/A,1
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...,Lenovo,33990,4.2,6859,562,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11,512,N/A,Office Home and Student 2021,1
DELL Intel Celeron Quad Core - (8 GB/256 GB SSD/Windows 11 Pro) 5470 Thin and Light Laptop,DELL,28235,3.5,165,13,Intel Celeron Quad Core Processor,8 GB DDR4 RAM,Windows 11,256,N/A,N/A,1
DELL Latitude 3550 (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) Latitude 35...,DELL,34990,N/A,N/A,N/A,Intel Core i3 Processor (13th Gen),8 GB DDR5 RAM,"Microsoft Office 2021, Windows 11 Home",512,N/A,N/A,1
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Th...,Lenovo,45490,4.2,475,27,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Home,512,N/A,N/A,1
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 ...",ASUS,62990,4.3,500,32,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,512,15.6,N/A,1
Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/1 TB SSD/Windows 11 Home) SFN14-54H Thin an...,Acer,85900,3.6,41,1,Intel Core Ultra 5 Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Home,1,14,N/A,1
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",ASUS,53999,3.9,13,0,Intel Core 5 Processor,8 GB DDR4 RAM,Windows 11 Home,512,15.6,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73...,Acer,80304,4.1,172,15,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,Windows 11,1,14,N/A,1
Acer Aspire 14 AI Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) A14-11M Thin and Light La...,Acer,59990,4.5,111,24,Qualcomm Snapdragon X Processor,16 GB LPDDR5X RAM,64 bit Windows 11 Home,512,N/A,N/A,1
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...",ASUS,34990,4.3,2667,160,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512,N/A,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
HP 15 Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thin and Light La...,HP,36990,4.2,962,56,Intel Core 3 Processor,8 GB DDR4 RAM,Windows 11 Home,512,15.6,MS Office Home 2024 + MISC PC Game Pass DA 3M,1
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,DELL,36490,4.3,4924,341,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512,15.6,N/A,1
"ASUS Zenbook A14 OLED (2025), MSO 2024 + M365 Basic, Metal Body, Backlit Keyboard, Qualcomm Snapdragon...",ASUS,89990,N/A,N/A,N/A,Qualcomm Snapdragon X Elite Processor,16 GB LPDDR5X RAM,Windows 11 Home,512,14,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year",1
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,ASUS,30990,4.3,1399,94,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Home,512,15.6,Microsoft Office Home 2024 + Microsoft 365 Basic,1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,MOTOROLA,54990,4.4,1773,194,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11,512,14,Office Home 2024,1
Lenovo �IdeaPad Slim 5 WUXGA OLED Full Metal Body Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Wi...,Lenovo,64990,4.6,28,3,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Home,512,14,Office Home 2024,1
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,Lenovo,72990,4.2,948,114,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,512,15.6,Microsoft Office Home & Student 2021,1
Lenovo V 15 (2025) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Ligh...,Lenovo,33849,3.8,11,1,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",512,N/A,N/A,1
CYNIX GenBook Pro 14 Intel Core i7 13th Gen i7 1355U - (8 GB/1 TB SSD/Windows 11 Home) G14P-i713-08102...,CYNIX,62099,N/A,N/A,N/A,Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,1,N/A,N/A,1
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",ASUS,49990,4.3,1033,78,Intel Core 5 Processor,16 GB DDR4 RAM,Windows 11 Home,512,15.6,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
DELL Inspiron 15 MSO'24 with Backlit KB Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho...,DELL,66990,4.2,52,1,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512,15.6,N/A,1
HP 15s Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5190tu Thin and Light L...,HP,64990,4.1,14,1,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11,512,N/A,N/A,1
DELL Inspiron Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 16 Plus Laptop,DELL,66990,4.3,51,2,Intel Core Ultra 5 Processor,16 GB LPDDR5 RAM,Windows 11,512,16,N/A,1
ASUS Chromebook CX1 Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ04...,ASUS,14999,4.2,14,0,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome,N/A,15.6,N/A,1
